"Version","Task","Concept","Att 1 - Conservation measure","Att 2 - Global coral coverage remaining in 50 years","Att 3 - Reef fish species at risk of extinction in 50 years","Att 4 - Contribution per year"
314,2,1,4,2,3,7
314,2,2,2,3,2,3
314,2,3,1,4,4,1
314,3,1,2,2,3,5
314,3,2,3,3,1,5
314,3,3,1,4,4,1
314,4,1,2,3,1,7
314,4,2,4,2,4,3
314,4,3,1,4,4,1
314,5,1,4,3,3,5
314,5,2,3,2,3,4
314,5,3,1,4,4,1
314,6,1,4,7,1,6
314,6,2,2,4,4,4
314,6,3,1,7,4,1
315,1,1,3,4,1,3
315,1,2,2,1,4,6
315,1,3,1,4,4,1
315,2,1,4,5,7,3
315,2,2,3,6,4,7
315,2,3,1,7,7,1
315,3,1,4,3,5,4
315,3,2,3,3,6,5
315,3,3,1,4,7,1
315,4,1,3,5,2,4
315,4,2,2,5,3,5
315,4,3,1,7,4,1
315,5,1,3,1,6,8
315,5,2,2,4,5,2
315,5,3,1,4,7,1
315,6,1,3,7,1,8
315,6,2,4,5,4,2
315,6,3,1,7,4,1
316,1,1,4,4,4,4
316,1,2,3,7,1,6
316,1,3,1,7,4,1
316,2,1,2,4,5,2
316,2,2,3,1,7,8
316,2,3,1,4,7,1
316,3,1,2,1,7,6
316,3,2,4,4,4,4
316,3,3,1,4,7,1
316,4,1,3,1,4,3
316,4,2,2,3,1,7
316,4,3,1,4,4,1
316,5,1,3,5,4,2
316,5,2,2,7,1,8
316,5,3,1,7,4,1
316,6,1,2,3,6,3
316,6,2,4,3,6,7
316,6,3,1,4,7,1
317,1,1,3,5,7,6
317,1,2,2,6,5,4
317,1,3,1,7,7,1
317,2,1,2,5,4,2
317,2,2,4,7,1,8
317,2,3,1,7,4,1
317,3,1,3,5,4,2
317,3,2,4,6,1,8
317,3,3,1,7,4,1
317,4,1,3,6,1,8
317,4,2,4,5,4,2
317,4,3,1,7,4,1
317,5,1,3,2,3,5
317,5,2,4,2,2,5
317,5,3,1,4,4,1
317,6,1,3,6,5,8
317,6,2,4,6,6,2
317,6,3,1,7,7,1
318,1,1,2,7,1,6
318,1,2,4,4,4,4
318,1,3,1,7,4,1
318,2,1,2,3,5,4
318,2,2,3,1,6,6
318,2,3,1,4,7,1
318,3,1,2,4,4,7
318,3,2,3,7,2,3
318,3,3,1,7,4,1
318,4,1,3,3,5,7
318,4,2,2,2,6,3
318,4,3,1,4,7,1
318,5,1,2,1,6,7
318,5,2,4,4,4,3
318,5,3,1,4,7,1
318,6,1,2,3,4,5
318,6,2,4,2,6,5
318,6,3,1,4,7,1
319,1,1,3,4,5,2
319,1,2,2,1,6,8
319,1,3,1,4,7,1
319,2,1,4,6,1,7
319,2,2,3,4,4,3
319,2,3,1,7,4,1
319,3,1,4,1,4,6
319,3,2,3,4,1,3
319,3,3,1,4,4,1
319,4,1,2,4,1,8
319,4,2,4,2,4,2
319,4,3,1,4,4,1
319,5,1,4,2,2,4
319,5,2,3,3,2,5
319,5,3,1,4,4,1
319,6,1,4,2,3,4
319,6,2,2,4,2,6
319,6,3,1,4,4,1
320,1,1,4,7,4,2
320,1,2,2,4,6,7
320,1,3,1,7,7,1
320,2,1,4,4,4,6
320,2,2,3,1,7,3
320,2,3,1,4,7,1
320,3,1,4,1,4,4
320,3,2,2,4,1,6
320,3,3,1,4,4,1
320,4,1,3,4,7,6
320,4,2,2,7,4,4
320,4,3,1,7,7,1
320,5,1,3,1,3,5
320,5,2,4,3,2,5
320,5,3,1,4,4,1
320,6,1,2,4,5,2
320,6,2,3,1,6,8
320,6,3,1,4,7,1
321,1,1,2,2,4,3
321,1,2,4,4,1,8
321,1,3,1,4,4,1
321,2,1,4,1,6,5
321,2,2,2,3,5,5
321,2,3,1,4,7,1
321,3,1,4,4,3,8
321,3,2,3,7,2,2
321,3,3,1,7,4,1
321,4,1,3,7,1,2
321,4,2,2,4,3,7
321,4,3,1,7,4,1
321,5,1,2,5,4,3
321,5,2,3,6,1,7
321,5,3,1,7,4,1
321,6,1,2,2,3,5
321,6,2,4,2,2,4
321,6,3,1,4,4,1
322,1,1,3,6,1,8
322,1,2,2,5,4,2
322,1,3,1,7,4,1
322,2,1,2,5,5,7
322,2,2,3,6,6,3
322,2,3,1,7,7,1
322,3,1,3,3,5,5
322,3,2,4,1,6,5
322,3,3,1,4,7,1
322,4,1,4,4,4,8
322,4,2,3,7,2,2
322,4,3,1,7,4,1
322,5,1,4,4,2,2
322,5,2,2,1,3,8
322,5,3,1,4,4,1
322,6,1,2,3,6,3
322,6,2,4,2,5,7
322,6,3,1,4,7,1
323,1,1,4,4,4,3
323,1,2,3,1,7,6
323,1,3,1,4,7,1
323,2,1,4,1,6,7
323,2,2,2,4,4,2
323,2,3,1,4,7,1
323,3,1,3,4,3,5
323,3,2,4,6,2,4
323,3,3,1,7,4,1
323,4,1,4,4,4,6
323,4,2,3,1,7,4
323,4,3,1,4,7,1
323,5,1,2,6,5,4
323,5,2,4,5,7,6
323,5,3,1,7,7,1
323,6,1,3,4,5,3
323,6,2,2,2,5,7
323,6,3,1,4,7,1
324,1,1,2,3,5,4
324,1,2,3,2,7,6
324,1,3,1,4,7,1
324,2,1,4,5,6,7
324,2,2,2,6,5,3
324,2,3,1,7,7,1
324,3,1,2,2,6,5
324,3,2,3,3,4,5
324,3,3,1,4,7,1
324,4,1,2,6,4,7
324,4,2,4,5,7,3
324,4,3,1,7,7,1
324,5,1,4,6,6,5
324,5,2,3,5,6,4
324,5,3,1,7,7,1
324,6,1,4,4,1,6
324,6,2,2,1,4,4
324,6,3,1,4,4,1
325,1,1,3,7,4,3
325,1,2,2,4,7,6
325,1,3,1,7,7,1
325,2,1,4,5,7,3
325,2,2,3,6,4,7
325,2,3,1,7,7,1
325,3,1,4,3,2,4
325,3,2,3,3,3,5
325,3,3,1,4,4,1
325,4,1,3,5,5,4
325,4,2,2,5,6,5
325,4,3,1,7,7,1
325,5,1,3,4,3,8
325,5,2,2,7,2,2
325,5,3,1,7,4,1
325,6,1,3,4,1,8
325,6,2,4,2,4,2
325,6,3,1,4,4,1
326,1,1,4,1,7,4
326,1,2,3,4,4,6
326,1,3,1,4,7,1
326,2,1,2,4,2,2
326,2,2,3,1,4,8
326,2,3,1,4,4,1
326,3,1,2,1,4,6
326,3,2,4,4,1,4
326,3,3,1,4,4,1
326,4,1,3,1,4,3
326,4,2,2,3,1,7
326,4,3,1,4,4,1
326,5,1,3,5,7,2
326,5,2,2,7,4,8
326,5,3,1,7,7,1
326,6,1,2,6,6,3
326,6,2,4,6,6,7
326,6,3,1,7,7,1
327,1,1,3,2,4,6
327,1,2,2,3,2,4
327,1,3,1,4,4,1
327,2,1,2,2,7,2
327,2,2,4,4,4,8
327,2,3,1,4,7,1
327,3,1,3,2,7,2
327,3,2,4,3,4,8
327,3,3,1,4,7,1
327,4,1,3,3,1,8
327,4,2,4,2,4,2
327,4,3,1,4,4,1
327,5,1,3,2,6,5
327,5,2,4,2,5,5
327,5,3,1,4,7,1
327,6,1,3,3,5,8
327,6,2,4,3,6,2
327,6,3,1,4,7,1
328,1,1,2,4,1,6
328,1,2,4,1,4,4
328,1,3,1,4,4,1
328,2,1,2,6,5,4
328,2,2,3,4,6,6
328,2,3,1,7,7,1
328,3,1,2,4,4,7
328,3,2,3,7,2,3
328,3,3,1,7,4,1
328,4,1,3,3,5,7
328,4,2,2,2,6,3
328,4,3,1,4,7,1
328,5,1,2,1,6,7
328,5,2,4,4,4,3
328,5,3,1,4,7,1
328,6,1,2,3,4,5
328,6,2,4,2,6,5
328,6,3,1,4,7,1
329,1,1,3,4,2,2
329,1,2,2,1,3,8
329,1,3,1,4,4,1
329,2,1,4,3,4,7
329,2,2,3,1,7,3
329,2,3,1,4,7,1
329,3,1,4,4,7,6
329,3,2,3,7,4,3
329,3,3,1,7,7,1
329,4,1,2,7,1,8
329,4,2,4,5,4,2
329,4,3,1,7,4,1
329,5,1,4,5,2,4
329,5,2,3,6,2,5
329,5,3,1,7,4,1
329,6,1,4,2,6,4
329,6,2,2,4,5,6
329,6,3,1,4,7,1
330,1,1,4,4,1,2
330,1,2,2,1,3,7
330,1,3,1,4,4,1
330,2,1,4,7,1,6
330,2,2,3,4,4,3
330,2,3,1,7,4,1
330,3,1,4,1,4,4
330,3,2,2,4,1,6
330,3,3,1,4,4,1
330,4,1,3,1,4,6
330,4,2,2,4,1,4
330,4,3,1,4,4,1
330,5,1,3,1,6,5
330,5,2,4,3,5,5
330,5,3,1,4,7,1
330,6,1,2,7,5,2
330,6,2,3,4,6,8
330,6,3,1,7,7,1
331,1,1,2,5,7,3
331,1,2,4,7,4,8
331,1,3,1,7,7,1
331,2,1,4,1,3,5
331,2,2,2,3,2,5
331,2,3,1,4,4,1
331,3,1,4,4,6,8
331,3,2,3,7,5,2
331,3,3,1,7,7,1
331,4,1,3,7,1,2
331,4,2,2,4,3,7
331,4,3,1,7,4,1
331,5,1,2,2,7,3
331,5,2,3,3,4,7
331,5,3,1,4,7,1
331,6,1,2,5,6,5
331,6,2,4,5,5,4
331,6,3,1,7,7,1
332,1,1,3,3,1,8
332,1,2,2,2,4,2
332,1,3,1,4,4,1
332,2,1,2,5,5,7
332,2,2,3,6,6,3
332,2,3,1,7,7,1
332,3,1,3,3,2,5
332,3,2,4,1,3,5
332,3,3,1,4,4,1
332,4,1,4,1,7,8
332,4,2,3,4,5,2
332,4,3,1,4,7,1
332,5,1,4,4,2,2
332,5,2,2,1,3,8
332,5,3,1,4,4,1
332,6,1,2,3,3,3
332,6,2,4,2,2,7
332,6,3,1,4,4,1
333,1,1,4,7,1,3
333,1,2,3,4,4,6
333,1,3,1,7,4,1
333,2,1,4,1,6,7
333,2,2,2,4,4,2
333,2,3,1,4,7,1
333,3,1,3,4,6,5
333,3,2,4,6,5,4
333,3,3,1,7,7,1
333,4,1,4,4,4,6
333,4,2,3,1,7,4
333,4,3,1,4,7,1
333,5,1,2,3,5,4
333,5,2,4,2,7,6
333,5,3,1,4,7,1
333,6,1,3,4,2,3
333,6,2,2,2,2,7
333,6,3,1,4,4,1
334,1,1,2,3,2,4
334,1,2,3,2,4,6
334,1,3,1,4,4,1
334,2,1,4,2,6,7
334,2,2,2,3,5,3
334,2,3,1,4,7,1
334,3,1,2,2,6,5
334,3,2,3,3,4,5
334,3,3,1,4,7,1
334,4,1,2,6,4,7
334,4,2,4,5,7,3
334,4,3,1,7,7,1
334,5,1,4,6,3,5
334,5,2,3,5,3,4
334,5,3,1,7,4,1
334,6,1,4,7,1,6
334,6,2,2,4,4,4
334,6,3,1,7,4,1
335,1,1,3,4,1,3
335,1,2,2,1,4,6
335,1,3,1,4,4,1
335,2,1,4,2,7,3
335,2,2,3,3,4,7
335,2,3,1,4,7,1
335,3,1,4,6,2,4
335,3,2,3,6,3,5
335,3,3,1,7,4,1
335,4,1,3,5,5,4
335,4,2,2,5,6,5
335,4,3,1,7,7,1
335,5,1,3,1,6,8
335,5,2,2,4,5,2
335,5,3,1,4,7,1
335,6,1,3,7,1,8
335,6,2,4,5,4,2
335,6,3,1,7,4,1
336,1,1,4,4,4,4
336,1,2,3,7,1,6
336,1,3,1,7,4,1
336,2,1,2,7,2,2
336,2,2,3,4,4,8
336,2,3,1,7,4,1
336,3,1,2,4,4,6
336,3,2,4,7,1,4
336,3,3,1,7,4,1
336,4,1,3,4,4,3
336,4,2,2,6,1,7
336,4,3,1,7,4,1
336,5,1,3,2,7,2
336,5,2,2,4,4,8
336,5,3,1,4,7,1
336,6,1,2,3,3,3
336,6,2,4,3,3,7
336,6,3,1,4,4,1
337,1,1,3,2,7,6
337,1,2,2,3,5,4
337,1,3,1,4,7,1
337,2,1,2,5,4,2
337,2,2,4,7,1,8
337,2,3,1,7,4,1
337,3,1,3,5,4,2
337,3,2,4,6,1,8
337,3,3,1,7,4,1
337,4,1,3,3,1,8
337,4,2,4,2,4,2
337,4,3,1,4,4,1
337,5,1,3,5,3,5
337,5,2,4,5,2,5
337,5,3,1,7,4,1
337,6,1,3,3,2,8
337,6,2,4,3,3,2
337,6,3,1,4,4,1
338,1,1,2,4,1,6
338,1,2,4,1,4,4
338,1,3,1,4,4,1
338,2,1,2,3,2,4
338,2,2,3,1,3,6
338,2,3,1,4,4,1
338,3,1,2,1,7,7
338,3,2,3,4,5,3
338,3,3,1,4,7,1
338,4,1,3,6,5,7
338,4,2,2,5,6,3
338,4,3,1,7,7,1
338,5,1,2,1,6,7
338,5,2,4,4,4,3
338,5,3,1,4,7,1
338,6,1,2,3,4,5
338,6,2,4,2,6,5
338,6,3,1,4,7,1
339,1,1,3,7,5,2
339,1,2,2,4,6,8
339,1,3,1,7,7,1
339,2,1,4,6,4,7
339,2,2,3,4,7,3
339,2,3,1,7,7,1
339,3,1,4,4,4,6
339,3,2,3,7,1,3
339,3,3,1,7,4,1
339,4,1,2,4,4,8
339,4,2,4,2,7,2
339,4,3,1,4,7,1
339,5,1,4,2,2,4
339,5,2,3,3,2,5
339,5,3,1,4,4,1
339,6,1,4,5,6,4
339,6,2,2,7,5,6
339,6,3,1,7,7,1
340,1,1,4,7,1,2
340,1,2,2,4,3,7
340,1,3,1,7,4,1
340,2,1,4,7,1,6
340,2,2,3,4,4,3
340,2,3,1,7,4,1
340,3,1,4,1,4,4
340,3,2,2,4,1,6
340,3,3,1,4,4,1
340,4,1,3,1,7,6
340,4,2,2,4,4,4
340,4,3,1,4,7,1
340,5,1,3,4,3,5
340,5,2,4,6,2,5
340,5,3,1,7,4,1
340,6,1,2,4,2,2
340,6,2,3,1,3,8
340,6,3,1,4,4,1
341,1,1,2,5,7,3
341,1,2,4,7,4,8
341,1,3,1,7,7,1
341,2,1,4,4,3,5
341,2,2,2,6,2,5
341,2,3,1,7,4,1
341,3,1,4,1,3,8
341,3,2,3,4,2,2
341,3,3,1,4,4,1
341,4,1,3,4,4,2
341,4,2,2,1,6,7
341,4,3,1,4,7,1
341,5,1,2,5,7,3
341,5,2,3,6,4,7
341,5,3,1,7,7,1
341,6,1,2,2,3,5
341,6,2,4,2,2,4
341,6,3,1,4,4,1
342,1,1,3,3,1,8
342,1,2,2,2,4,2
342,1,3,1,4,4,1
342,2,1,2,2,5,7
342,2,2,3,3,6,3
342,2,3,1,4,7,1
342,3,1,3,3,5,5
342,3,2,4,1,6,5
342,3,3,1,4,7,1
342,4,1,4,4,4,8
342,4,2,3,7,2,2
342,4,3,1,7,4,1
342,5,1,4,4,2,2
342,5,2,2,1,3,8
342,5,3,1,4,4,1
342,6,1,2,3,6,3
342,6,2,4,2,5,7
342,6,3,1,4,7,1
343,1,1,4,4,4,3
343,1,2,3,1,7,6
343,1,3,1,4,7,1
343,2,1,4,4,6,7
343,2,2,2,7,4,2
343,2,3,1,7,7,1
343,3,1,3,1,3,5
343,3,2,4,3,2,4
343,3,3,1,4,4,1
343,4,1,4,7,1,6
343,4,2,3,4,4,4
343,4,3,1,7,4,1
343,5,1,2,6,5,4
343,5,2,4,5,7,6
343,5,3,1,7,7,1
343,6,1,3,7,5,3
343,6,2,2,5,5,7
343,6,3,1,7,7,1
344,1,1,2,3,2,4
344,1,2,3,2,4,6
344,1,3,1,4,4,1
344,2,1,4,2,6,7
344,2,2,2,3,5,3
344,2,3,1,4,7,1
344,3,1,2,2,3,5
344,3,2,3,3,1,5
344,3,3,1,4,4,1
344,4,1,2,3,1,7
344,4,2,4,2,4,3
344,4,3,1,4,4,1
344,5,1,4,3,6,5
344,5,2,3,2,6,4
344,5,3,1,4,7,1
344,6,1,4,7,4,6
344,6,2,2,4,7,4
344,6,3,1,7,7,1
345,1,1,3,4,4,3
345,1,2,2,1,7,6
345,1,3,1,4,7,1
345,2,1,4,5,7,3
345,2,2,3,6,4,7
345,2,3,1,7,7,1
345,3,1,4,3,5,4
345,3,2,3,3,6,5
345,3,3,1,4,7,1
345,4,1,3,2,5,4
345,4,2,2,2,6,5
345,4,3,1,4,7,1
345,5,1,3,1,3,8
345,5,2,2,4,2,2
345,5,3,1,4,4,1
345,6,1,3,7,4,8
345,6,2,4,5,7,2
345,6,3,1,7,7,1
346,1,1,4,4,4,4
346,1,2,3,7,1,6
346,1,3,1,7,4,1
346,2,1,2,4,2,2
346,2,2,3,1,4,8
346,2,3,1,4,4,1
346,3,1,2,4,4,6
346,3,2,4,7,1,4
346,3,3,1,7,4,1
346,4,1,3,1,7,3
346,4,2,2,3,4,7
346,4,3,1,4,7,1
346,5,1,3,5,7,2
346,5,2,2,7,4,8
346,5,3,1,7,7,1
346,6,1,2,3,3,3
346,6,2,4,3,3,7
346,6,3,1,4,4,1
347,1,1,3,5,7,6
347,1,2,2,6,5,4
347,1,3,1,7,7,1
347,2,1,2,5,4,2
347,2,2,4,7,1,8
347,2,3,1,7,4,1
347,3,1,3,2,4,2
347,3,2,4,3,1,8
347,3,3,1,4,4,1
347,4,1,3,3,1,8
347,4,2,4,2,4,2
347,4,3,1,4,4,1
347,5,1,3,2,6,5
347,5,2,4,2,5,5
347,5,3,1,4,7,1
347,6,1,3,6,5,8
347,6,2,4,6,6,2
347,6,3,1,7,7,1
348,1,1,2,4,1,6
348,1,2,4,1,4,4
348,1,3,1,4,4,1
348,2,1,2,6,2,4
348,2,2,3,4,3,6
348,2,3,1,7,4,1
348,3,1,2,4,4,7
348,3,2,3,7,2,3
348,3,3,1,7,4,1
348,4,1,3,6,5,7
348,4,2,2,5,6,3
348,4,3,1,7,7,1
348,5,1,2,4,6,7
348,5,2,4,7,4,3
348,5,3,1,7,7,1
348,6,1,2,6,1,5
348,6,2,4,5,3,5
348,6,3,1,7,4,1
349,1,1,3,7,2,2
349,1,2,2,4,3,8
349,1,3,1,7,4,1
349,2,1,4,6,4,7
349,2,2,3,4,7,3
349,2,3,1,7,7,1
349,3,1,4,4,4,6
349,3,2,3,7,1,3
349,3,3,1,7,4,1
349,4,1,2,4,1,8
349,4,2,4,2,4,2
349,4,3,1,4,4,1
349,5,1,4,2,2,4
349,5,2,3,3,2,5
349,5,3,1,4,4,1
349,6,1,4,5,6,4
349,6,2,2,7,5,6
349,6,3,1,7,7,1
350,1,1,4,7,4,2
350,1,2,2,4,6,7
350,1,3,1,7,7,1
350,2,1,4,4,1,6
350,2,2,3,1,4,3
350,2,3,1,4,4,1
350,3,1,4,1,7,4
350,3,2,2,4,4,6
350,3,3,1,4,7,1
350,4,1,3,4,7,6
350,4,2,2,7,4,4
350,4,3,1,7,7,1
350,5,1,3,4,6,5
350,5,2,4,6,5,5
350,5,3,1,7,7,1
350,6,1,2,4,5,2
350,6,2,3,1,6,8
350,6,3,1,4,7,1
351,1,1,2,2,4,3
351,1,2,4,4,1,8
351,1,3,1,4,4,1
351,2,1,4,1,6,5
351,2,2,2,3,5,5
351,2,3,1,4,7,1
351,3,1,4,1,3,8
351,3,2,3,4,2,2
351,3,3,1,4,4,1
351,4,1,3,7,1,2
351,4,2,2,4,3,7
351,4,3,1,7,4,1
351,5,1,2,2,7,3
351,5,2,3,3,4,7
351,5,3,1,4,7,1
351,6,1,2,2,6,5
351,6,2,4,2,5,4
351,6,3,1,4,7,1
352,1,1,3,3,1,8
352,1,2,2,2,4,2
352,1,3,1,4,4,1
352,2,1,2,2,5,7
352,2,2,3,3,6,3
352,2,3,1,4,7,1
352,3,1,3,6,2,5
352,3,2,4,4,3,5
352,3,3,1,7,4,1
352,4,1,4,1,7,8
352,4,2,3,4,5,2
352,4,3,1,4,7,1
352,5,1,4,7,2,2
352,5,2,2,4,3,8
352,5,3,1,7,4,1
352,6,1,2,6,3,3
352,6,2,4,5,2,7
352,6,3,1,7,4,1
353,1,1,4,7,1,3
353,1,2,3,4,4,6
353,1,3,1,7,4,1
353,2,1,4,4,6,7
353,2,2,2,7,4,2
353,2,3,1,7,7,1
353,3,1,3,4,6,5
353,3,2,4,6,5,4
353,3,3,1,7,7,1
353,4,1,4,7,1,6
353,4,2,3,4,4,4
353,4,3,1,7,4,1
353,5,1,2,6,2,4
353,5,2,4,5,4,6
353,5,3,1,7,4,1
353,6,1,3,7,2,3
353,6,2,2,5,2,7
353,6,3,1,7,4,1
354,1,1,2,6,2,4
354,1,2,3,5,4,6
354,1,3,1,7,4,1
354,2,1,4,2,6,7
354,2,2,2,3,5,3
354,2,3,1,4,7,1
354,3,1,2,5,3,5
354,3,2,3,6,1,5
354,3,3,1,7,4,1
354,4,1,2,6,4,7
354,4,2,4,5,7,3
354,4,3,1,7,7,1
354,5,1,4,6,3,5
354,5,2,3,5,3,4
354,5,3,1,7,4,1
354,6,1,4,4,4,6
354,6,2,2,1,7,4
354,6,3,1,4,7,1
355,1,1,3,7,4,3
355,1,2,2,4,7,6
355,1,3,1,7,7,1
355,2,1,4,5,4,3
355,2,2,3,6,1,7
355,2,3,1,7,4,1
355,3,1,4,6,2,4
355,3,2,3,6,3,5
355,3,3,1,7,4,1
355,4,1,3,2,5,4
355,4,2,2,2,6,5
355,4,3,1,4,7,1
355,5,1,3,1,3,8
355,5,2,2,4,2,2
355,5,3,1,4,4,1
355,6,1,3,7,4,8
355,6,2,4,5,7,2
355,6,3,1,7,7,1
356,1,1,4,1,4,4
356,1,2,3,4,1,6
356,1,3,1,4,4,1
356,2,1,2,4,2,2
356,2,2,3,1,4,8
356,2,3,1,4,4,1
356,3,1,2,1,7,6
356,3,2,4,4,4,4
356,3,3,1,4,7,1
356,4,1,3,4,7,3
356,4,2,2,6,4,7
356,4,3,1,7,7,1
356,5,1,3,5,7,2
356,5,2,2,7,4,8
356,5,3,1,7,7,1
356,6,1,2,6,3,3
356,6,2,4,6,3,7
356,6,3,1,7,4,1
357,1,1,3,2,7,6
357,1,2,2,3,5,4
357,1,3,1,4,7,1
357,2,1,2,2,7,2
357,2,2,4,4,4,8
357,2,3,1,4,7,1
357,3,1,3,2,7,2
357,3,2,4,3,4,8
357,3,3,1,4,7,1
357,4,1,3,3,1,8
357,4,2,4,2,4,2
357,4,3,1,4,4,1
357,5,1,3,2,6,5
357,5,2,4,2,5,5
357,5,3,1,4,7,1
357,6,1,3,6,5,8
357,6,2,4,6,6,2
357,6,3,1,7,7,1
358,1,1,2,7,4,6
358,1,2,4,4,7,4
358,1,3,1,7,7,1
358,2,1,2,3,2,4
358,2,2,3,1,3,6
358,2,3,1,4,4,1
358,3,1,2,4,7,7
358,3,2,3,7,5,3
358,3,3,1,7,7,1
358,4,1,3,6,5,7
358,4,2,2,5,6,3
358,4,3,1,7,7,1
358,5,1,2,1,6,7
358,5,2,4,4,4,3
358,5,3,1,4,7,1
358,6,1,2,3,4,5
358,6,2,4,2,6,5
358,6,3,1,4,7,1
359,1,1,3,7,2,2
359,1,2,2,4,3,8
359,1,3,1,7,4,1
359,2,1,4,3,4,7
359,2,2,3,1,7,3
359,2,3,1,4,7,1
359,3,1,4,1,7,6
359,3,2,3,4,4,3
359,3,3,1,4,7,1
359,4,1,2,7,1,8
359,4,2,4,5,4,2
359,4,3,1,7,4,1
359,5,1,4,2,5,4
359,5,2,3,3,5,5
359,5,3,1,4,7,1
359,6,1,4,5,6,4
359,6,2,2,7,5,6
359,6,3,1,7,7,1
360,1,1,4,7,4,2
360,1,2,2,4,6,7
360,1,3,1,7,7,1
360,2,1,4,4,1,6
360,2,2,3,1,4,3
360,2,3,1,4,4,1
360,3,1,4,1,4,4
360,3,2,2,4,1,6
360,3,3,1,4,4,1
360,4,1,3,1,7,6
360,4,2,2,4,4,4
360,4,3,1,4,7,1
360,5,1,3,1,6,5
360,5,2,4,3,5,5
360,5,3,1,4,7,1
360,6,1,2,4,5,2
360,6,2,3,1,6,8
360,6,3,1,4,7,1
361,1,1,2,5,4,3
361,1,2,4,7,1,8
361,1,3,1,7,4,1
361,2,1,4,1,3,5
361,2,2,2,3,2,5
361,2,3,1,4,4,1
361,3,1,4,4,6,8
361,3,2,3,7,5,2
361,3,3,1,7,7,1
361,4,1,3,7,4,2
361,4,2,2,4,6,7
361,4,3,1,7,7,1
361,5,1,2,5,7,3
361,5,2,3,6,4,7
361,5,3,1,7,7,1
361,6,1,2,2,3,5
361,6,2,4,2,2,4
361,6,3,1,4,4,1
362,1,1,3,3,4,8
362,1,2,2,2,7,2
362,1,3,1,4,7,1
362,2,1,2,5,5,7
362,2,2,3,6,6,3
362,2,3,1,7,7,1
362,3,1,3,6,5,5
362,3,2,4,4,6,5
362,3,3,1,7,7,1
362,4,1,4,4,4,8
362,4,2,3,7,2,2
362,4,3,1,7,4,1
362,5,1,4,4,5,2
362,5,2,2,1,6,8
362,5,3,1,4,7,1
362,6,1,2,3,3,3
362,6,2,4,2,2,7
362,6,3,1,4,4,1
363,1,1,4,4,1,3
363,1,2,3,1,4,6
363,1,3,1,4,4,1
363,2,1,4,1,3,7
363,2,2,2,4,1,2
363,2,3,1,4,4,1
363,3,1,3,1,3,5
363,3,2,4,3,2,4
363,3,3,1,4,4,1
363,4,1,4,7,4,6
363,4,2,3,4,7,4
363,4,3,1,7,7,1
363,5,1,2,3,5,4
363,5,2,4,2,7,6
363,5,3,1,4,7,1
363,6,1,3,4,5,3
363,6,2,2,2,5,7
363,6,3,1,4,7,1
364,1,1,2,6,5,4
364,1,2,3,5,7,6
364,1,3,1,7,7,1
364,2,1,4,5,3,7
364,2,2,2,6,2,3
364,2,3,1,7,4,1
364,3,1,2,2,6,5
364,3,2,3,3,4,5
364,3,3,1,4,7,1
364,4,1,2,6,4,7
364,4,2,4,5,7,3
364,4,3,1,7,7,1
364,5,1,4,6,3,5
364,5,2,3,5,3,4
364,5,3,1,7,4,1
364,6,1,4,4,4,6
364,6,2,2,1,7,4
364,6,3,1,4,7,1
365,1,1,3,4,1,3
365,1,2,2,1,4,6
365,1,3,1,4,4,1
365,2,1,4,2,7,3
365,2,2,3,3,4,7
365,2,3,1,4,7,1
365,3,1,4,3,2,4
365,3,2,3,3,3,5
365,3,3,1,4,4,1
365,4,1,3,5,5,4
365,4,2,2,5,6,5
365,4,3,1,7,7,1
365,5,1,3,1,3,8
365,5,2,2,4,2,2
365,5,3,1,4,4,1
365,6,1,3,4,1,8
365,6,2,4,2,4,2
365,6,3,1,4,4,1
366,1,1,4,1,4,4
366,1,2,3,4,1,6
366,1,3,1,4,4,1
366,2,1,2,4,5,2
366,2,2,3,1,7,8
366,2,3,1,4,7,1
366,3,1,2,1,4,6
366,3,2,4,4,1,4
366,3,3,1,4,4,1
366,4,1,3,4,7,3
366,4,2,2,6,4,7
366,4,3,1,7,7,1
366,5,1,3,5,7,2
366,5,2,2,7,4,8
366,5,3,1,7,7,1
366,6,1,2,6,6,3
366,6,2,4,6,6,7
366,6,3,1,7,7,1
367,1,1,3,2,4,6
367,1,2,2,3,2,4
367,1,3,1,4,4,1
367,2,1,2,5,7,2
367,2,2,4,7,4,8
367,2,3,1,7,7,1
367,3,1,3,2,7,2
367,3,2,4,3,4,8
367,3,3,1,4,7,1
367,4,1,3,6,1,8
367,4,2,4,5,4,2
367,4,3,1,7,4,1
367,5,1,3,2,3,5
367,5,2,4,2,2,5
367,5,3,1,4,4,1
367,6,1,3,6,5,8
367,6,2,4,6,6,2
367,6,3,1,7,7,1
368,1,1,2,4,4,6
368,1,2,4,1,7,4
368,1,3,1,4,7,1
368,2,1,2,6,2,4
368,2,2,3,4,3,6
368,2,3,1,7,4,1
368,3,1,2,4,7,7
368,3,2,3,7,5,3
368,3,3,1,7,7,1
368,4,1,3,6,5,7
368,4,2,2,5,6,3
368,4,3,1,7,7,1
368,5,1,2,4,6,7
368,5,2,4,7,4,3
368,5,3,1,7,7,1
368,6,1,2,3,1,5
368,6,2,4,2,3,5
368,6,3,1,4,4,1
369,1,1,3,7,2,2
369,1,2,2,4,3,8
369,1,3,1,7,4,1
369,2,1,4,6,4,7
369,2,2,3,4,7,3
369,2,3,1,7,7,1
